timestamp,open,high,low,close,volume
2024-01-01 00:00:00+00:00,2006.7735472182258,2009.2624494095262,2004.2846450269253,2006.7735472182258,349
2024-01-01 00:15:00+00:00,2006.7735472182258,2007.3731213733322,2004.3047825443766,2004.904356699483,148
2024-01-01 00:30:00+00:00,2004.904356699483,2006.5056551652872,2003.434665131285,2005.0359635970892,546
2024-01-01 00:45:00+00:00,2005.0359635970892,2008.567247604874,2003.139515327308,2006.6707993350926,386
2024-01-01 01:00:00+00:00,2006.6707993350926,2007.7153330652086,2002.4625445847794,2003.5070783148954,375
2024-01-01 01:15:00+00:00,2003.5070783148954,2006.2217089882502,2000.8007244385124,2003.5153551118672,201
2024-01-01 01:30:00+00:00,2003.5153551118672,2005.7311635163633,2001.295978907071,2003.511787311567,875
2024-01-01 01:45:00+00:00,2003.511787311567,2004.3311012365134,1995.6735751593158,1996.492889084262,666
2024-01-01 02:00:00+00:00,1996.492889084262,2001.3575030865184,1995.6959070797418,2000.560521081998,142
2024-01-01 02:15:00+00:00,2000.560521081998,2003.5264896374547,1999.9986631502645,2002.964631705721,576
2024-01-01 02:30:00+00:00,2002.964631705721,2004.850962328167,1998.5744431660353,2000.4607737884812,671
2024-01-01 02:45:00+00:00,2000.4607737884812,2001.3475680354088,1998.8877461357654,1999.774540382693,831
2024-01-01 03:00:00+00:00,1999.774540382693,2003.6099139644011,1997.9611579873558,2001.796531569064,947
2024-01-01 03:15:00+00:00,2001.796531569064,2004.3281095549237,1998.218862278828,2000.7504402646878,431
2024-01-01 03:30:00+00:00,2000.7504402646878,2003.436024952354,1997.093730683714,1999.7793153713803,451
2024-01-01 03:45:00+00:00,1999.7793153713803,2000.4797100834621,1993.2750349582345,1993.9754296703163,394
2024-01-01 04:00:00+00:00,1993.9754296703163,1997.4497043461417,1992.7140210109367,1996.188295686762,381
2024-01-01 04:15:00+00:00,1996.188295686762,1998.1656498391765,1994.7055820347164,1996.6829361871307,263
2024-01-01 04:30:00+00:00,1996.6829361871307,1999.1745903248511,1995.2876018105978,1997.7792559483182,122
2024-01-01 04:45:00+00:00,1997.7792559483182,1999.2620240620374,1990.2064710381817,1991.689239151901,117
2024-01-01 05:00:00+00:00,1991.689239151901,1999.8700579795811,1990.0946478499077,1998.275466677588,487
2024-01-01 05:15:00+00:00,1998.275466677588,2001.258091584451,1995.9097468044733,1998.8923717113364,125
2024-01-01 05:30:00+00:00,1998.8923717113364,2000.0851274360139,1996.1525128505314,1997.3452685752088,938
2024-01-01 05:45:00+00:00,1997.3452685752088,2006.7636906887494,1996.0488310079274,2005.467253121468,234
2024-01-01 06:00:00+00:00,2005.467253121468,2006.8856277653206,2003.8668463461872,2005.2852209900398,426
2024-01-01 06:15:00+00:00,2005.2852209900398,2006.0781810324029,1998.6826437993016,1999.4756038416647,538
2024-01-01 06:30:00+00:00,1999.4756038416647,2001.5123887605107,1995.818988989843,1997.8557739086891,432
2024-01-01 06:45:00+00:00,1997.8557739086891,1999.2882978820521,1987.3006940627736,1988.7332180361366,916
2024-01-01 07:00:00+00:00,1988.7332180361366,1995.6836774347403,1985.9610813743689,1992.9115407729726,705
2024-01-01 07:15:00+00:00,1992.9115407729726,1995.4361312817757,1988.727648465063,1991.2522389738663,346
2024-01-01 07:30:00+00:00,1991.2522389738663,1992.2448642953002,1987.3045857227155,1988.2972110441494,724
2024-01-01 07:45:00+00:00,1988.2972110441494,1993.592754955982,1987.2710229951806,1992.566566907013,953
2024-01-01 08:00:00+00:00,1992.566566907013,1994.9834302756328,1983.580799227232,1985.9976625958518,801
2024-01-01 08:15:00+00:00,1985.9976625958518,1989.9702129284258,1984.1529742800235,1988.1255246125975,302
2024-01-01 08:30:00+00:00,1988.1255246125975,1988.5477928537011,1979.5115475666282,1979.933815807732,935
2024-01-01 08:45:00+00:00,1979.933815807732,1981.9483976378958,1975.2989060989926,1977.3134879291565,693
2024-01-01 09:00:00+00:00,1977.3134879291565,1978.720684011874,1971.1497817432387,1972.5569778259562,387
2024-01-01 09:15:00+00:00,1972.5569778259562,1980.7481839703519,1970.141872534745,1978.3330786791407,413
2024-01-01 09:30:00+00:00,1978.3330786791407,1987.6581736428495,1976.0084493592267,1985.3335443229355,929
2024-01-01 09:45:00+00:00,1985.3335443229355,1988.1092490731282,1981.2502780055318,1984.0259827557245,470
2024-01-01 10:00:00+00:00,1984.0259827557245,1989.56899252082,1981.8218525049106,1987.3648622700061,893
2024-01-01 10:15:00+00:00,1987.3648622700061,1990.1200912889612,1983.8943646983168,1986.649593717272,497
2024-01-01 10:30:00+00:00,1986.649593717272,1990.0417356942653,1985.515814222345,1988.9079561993383,365
2024-01-01 10:45:00+00:00,1988.9079561993383,1990.1795982992176,1984.6439196712472,1985.9155617711265,372
2024-01-01 11:00:00+00:00,1985.9155617711265,1986.4637070880985,1978.5937599299004,1979.1419052468725,723
2024-01-01 11:15:00+00:00,1979.1419052468725,1981.7588059893458,1969.4006818532114,1972.0175825956846,301
2024-01-01 11:30:00+00:00,1972.0175825956846,1974.3195723440351,1971.2272179658737,1973.5292077142242,823
2024-01-01 11:45:00+00:00,1973.5292077142242,1984.2378812766428,1971.711892319993,1982.4205658824117,177
2024-01-01 12:00:00+00:00,1982.4205658824117,1985.1987043382112,1980.7108895709034,1983.489028026703,901
2024-01-01 12:15:00+00:00,1983.489028026703,1985.98186963547,1978.9161827750006,1981.4090243837677,322
2024-01-01 12:30:00+00:00,1981.4090243837677,1990.4015377842056,1980.0079996590773,1989.0005130595152,757
2024-01-01 12:45:00+00:00,1989.0005130595152,1990.7117762941516,1988.2334608596002,1989.9447240942366,366
2024-01-01 13:00:00+00:00,1989.9447240942366,1991.7377349866435,1988.5554502005289,1990.3484610929358,889
2024-01-01 13:15:00+00:00,1990.3484610929358,1991.8768112540156,1989.825800339761,1991.3541505008407,228
2024-01-01 13:30:00+00:00,1991.3541505008407,1992.5325424180585,1989.6486086057262,1990.827000522944,492
2024-01-01 13:45:00+00:00,1990.827000522944,1992.8544050000326,1987.567749602777,1989.5951540798656,903
2024-01-01 14:00:00+00:00,1989.5951540798656,1990.1393084236577,1983.3491928176477,1983.8933471614398,389
2024-01-01 14:15:00+00:00,1983.8933471614398,1988.836909705466,1980.941120874202,1985.8846834182282,446
2024-01-01 14:30:00+00:00,1985.8846834182282,1987.665775324205,1983.7272009551778,1985.5082928611546,838
2024-01-01 14:45:00+00:00,1985.5082928611546,1991.4261483241023,1984.3338584422177,1990.2517139051654,205
2024-01-01 15:00:00+00:00,1990.2517139051654,1992.8051604739976,1986.2307254815178,1988.78417205035,862
2024-01-01 15:15:00+00:00,1988.78417205035,1989.5344678912534,1980.465596836613,1981.2158926775164,460
2024-01-01 15:30:00+00:00,1981.2158926775164,1982.4411359167882,1979.5959884180043,1980.821231657276,457
2024-01-01 15:45:00+00:00,1980.821231657276,1990.3846011107769,1978.0022772178324,1987.5656466713333,502
2024-01-01 16:00:00+00:00,1987.5656466713333,1988.5823274414192,1985.0253928944733,1986.0420736645592,119
2024-01-01 16:15:00+00:00,1986.0420736645592,1988.327431638615,1980.2252727702814,1982.5106307443373,655
2024-01-01 16:30:00+00:00,1982.5106307443373,1983.114269100199,1977.1800193607821,1977.7836577166438,264
2024-01-01 16:45:00+00:00,1977.7836577166438,1979.5445681145213,1971.8736932415784,1973.634603639456,956
2024-01-01 17:00:00+00:00,1973.634603639456,1975.7166122808521,1970.3680051466079,1972.450013788004,707
2024-01-01 17:15:00+00:00,1972.450013788004,1973.3800749784737,1966.8705295982827,1967.8005907887523,411
2024-01-01 17:30:00+00:00,1967.8005907887523,1974.9389159878624,1966.5652119326214,1973.7035371317315,164
2024-01-01 17:45:00+00:00,1973.7035371317315,1975.5097607711991,1970.7819524319796,1972.5881760714472,201
2024-01-01 18:00:00+00:00,1972.5881760714472,1974.9247283544757,1970.6803073484225,1973.016859631451,627
2024-01-01 18:15:00+00:00,1973.016859631451,1979.4928071199627,1972.2244241208311,1978.7003716093427,330
2024-01-01 18:30:00+00:00,1978.7003716093427,1986.1153113726748,1977.243618239523,1984.658558002855,454
2024-01-01 18:45:00+00:00,1984.658558002855,1987.6335909569414,1980.8393000488716,1983.814333002958,745
2024-01-01 19:00:00+00:00,1983.814333002958,1986.3610458250012,1982.585207951426,1985.1319207734691,780
2024-01-01 19:15:00+00:00,1985.1319207734691,1990.4796543654284,1982.7045826944495,1988.0523162864088,140
2024-01-01 19:30:00+00:00,1988.0523162864088,1988.9706372104092,1986.3673297382513,1987.2856506622518,721
2024-01-01 19:45:00+00:00,1987.2856506622518,1988.868948910049,1978.648063605513,1980.2313618533103,897
2024-01-01 20:00:00+00:00,1980.2313618533103,1984.5582350215677,1978.4991245717601,1982.8259977400176,750
2024-01-01 20:15:00+00:00,1982.8259977400176,1988.3122280445464,1980.8896313202379,1986.3758616247667,705
2024-01-01 20:30:00+00:00,1986.3758616247667,1990.2795696128483,1984.123528419159,1988.0272364072405,962
2024-01-01 20:45:00+00:00,1988.0272364072405,1990.4772911624357,1981.90850701678,1984.3585617719752,209
2024-01-01 21:00:00+00:00,1984.3585617719752,1986.5607637130531,1981.378535364661,1983.580737305739,770
2024-01-01 21:15:00+00:00,1983.580737305739,1986.0560187063538,1978.7631606691932,1981.2384420698081,430
2024-01-01 21:30:00+00:00,1981.2384420698081,1983.9149766926118,1977.3746644627888,1980.0511990855925,615
2024-01-01 21:45:00+00:00,1980.0511990855925,1986.4323352029037,1978.8125274331135,1985.1936635504246,529
2024-01-01 22:00:00+00:00,1985.1936635504246,1993.8158624897692,1982.6537868560977,1991.2759857954422,535
2024-01-01 22:15:00+00:00,1991.2759857954422,1995.6904021937785,1989.5293476038605,1993.9437640021968,657
2024-01-01 22:30:00+00:00,1993.9437640021968,1997.2057341413854,1992.8713289591524,1996.133299098341,510
2024-01-01 22:45:00+00:00,1996.133299098341,1999.6859081150635,1995.2838019873523,1998.8364110040748,553
2024-01-01 23:00:00+00:00,1998.8364110040748,2001.222530924235,1996.401351426367,1998.7874713465271,725
2024-01-01 23:15:00+00:00,1998.7874713465271,2000.8411598768537,1996.4313353432824,1998.485023873609,949
2024-01-01 23:30:00+00:00,1998.485023873609,1999.0676975745696,1995.2116235379603,1995.794297238921,847
2024-01-01 23:45:00+00:00,1995.794297238921,1997.7174090412739,1993.648198018116,1995.571309820469,162
2024-01-02 00:00:00+00:00,1995.571309820469,2005.1285060712737,1995.054299256028,2004.6114955068326,768
2024-01-02 00:15:00+00:00,2004.6114955068326,2009.5217023383416,2003.188490772155,2008.098697603664,552
2024-01-02 00:30:00+00:00,2008.098697603664,2009.9900553484101,2004.83380032542,2006.7251580701661,897
2024-01-02 00:45:00+00:00,2006.7251580701661,2008.8207148323706,2002.7364407102489,2004.8319974724534,868
2024-01-02 01:00:00+00:00,2004.8319974724534,2005.6429692376064,2000.5577061818788,2001.3686779470318,605
2024-01-02 01:15:00+00:00,2001.3686779470318,2003.3850612322788,2000.8513619819425,2002.8677452671895,522
2024-01-02 01:30:00+00:00,2002.8677452671895,2006.3386595681598,2000.9658737185987,2004.436788019569,181
2024-01-02 01:45:00+00:00,2004.436788019569,2006.9639325565215,1996.1326920589256,1998.6598365958782,806
2024-01-02 02:00:00+00:00,1998.6598365958782,2003.07675716078,1996.1878990430296,2000.6048196079314,293
2024-01-02 02:15:00+00:00,2000.6048196079314,2001.938818861281,1996.9935395109826,1998.3275387643323,524
2024-01-02 02:30:00+00:00,1998.3275387643323,2005.9417031432117,1996.4236298081414,2004.0377941870208,101
2024-01-02 02:45:00+00:00,2004.0377941870208,2006.9404431104285,2001.7638864149924,2004.6665353384,855
2024-01-02 03:00:00+00:00,2004.6665353384,2014.2510619242034,2001.9808041301353,2011.5653307159387,969
2024-01-02 03:15:00+00:00,2011.5653307159387,2013.25172043987,2008.0366811621964,2009.7230708861277,608
2024-01-02 03:30:00+00:00,2009.7230708861277,2012.41083360262,2005.8781058160546,2008.5658685325468,232
2024-01-02 03:45:00+00:00,2008.5658685325468,2011.0026842613984,2007.333783602896,2009.7705993317475,327
2024-01-02 04:00:00+00:00,2009.7705993317475,2014.9963674969758,2008.793743911639,2014.0195120768674,839
2024-01-02 04:15:00+00:00,2014.0195120768674,2017.4744123015932,2012.84529895687,2016.3001991815959,376
2024-01-02 04:30:00+00:00,2016.3001991815959,2018.6106115463426,2009.021608556652,2011.3320209213987,323
2024-01-02 04:45:00+00:00,2011.3320209213987,2014.7855685635031,2008.614355940157,2012.0679035822616,700
2024-01-02 05:00:00+00:00,2012.0679035822616,2013.7923734666933,2010.4329515379982,2012.15742142243,165
2024-01-02 05:15:00+00:00,2012.15742142243,2014.3783310850536,2008.2105453140723,2010.431454976696,847
2024-01-02 05:30:00+00:00,2010.431454976696,2011.1953486582909,2007.063306956817,2007.827200638412,406
